symbol,company,series,arm,last_close,market_cap_cr,median_turnover_cr,min_turnover_cr,median_trades,median_volume,band_pct,circuit_days,circuit_frac,sessions_seen,sessions_traded,listing_date,listing_age_days,in_index_universe,mcap_pending,last_date,gsm_stage,asm,exclude_reason,gate_reason
LMW,LMW Limited,EQ,,15763.0,16840.0,3.803,1.706,1069.0,2360.0,20.0,0,0.0,25,25,1995-03-29,11440.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LODHA,Lodha Developers Limited,EQ,,1144.1,114290.0,278.745,78.812,57953.0,2428115.0,,0,0.0,25,25,2021-04-19,1922.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LORDSCHLO,Lords Chloro Alkali Limited,EQ,,149.05,,0.113,0.061,353.0,8302.0,20.0,0,0.0,25,25,2023-08-28,1061.0,False,False,2026-07-24,,,illiquid: Rs11 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs11 lakh median daily turnover (floor Rs50 lakh)
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,,180.39,7269.0,6.84,2.561,5616.0,490023.0,5.0,3,0.12,25,25,2025-08-06,352.0,True,False,2026-07-24,,,"5% circuit band — cannot exit on bad news; listed 352d ago — under a year of history, no trend to read","5% circuit band — cannot exit on bad news; listed 352d ago — under a year of history, no trend to read"
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,,119.06,,0.211,0.068,421.0,16845.0,20.0,0,0.0,25,25,2008-07-11,6587.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs21 lakh median daily turnover (floor Rs50 lakh)","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs21 lakh median daily turnover (floor Rs50 lakh)"
LOVABLE,Lovable Lingerie Limited,EQ,price,71.96,,0.091,0.036,417.0,12088.0,20.0,0,0.0,25,25,2011-03-24,5601.0,False,False,2026-07-24,,,illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh)
LOWVOL,,,,205.73,,0.007,0.0,8.0,356.5,20.0,0,0.0,24,24,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 8 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 8 trades/day median — one operator's book, not a market"
LOWVOL1,,,price,20.95,,1.867,0.095,198.0,882086.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); only 198 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); only 198 trades/day median — one operator's book, not a market"
LOWVOLIETF,,,price,22.08,,3.149,0.85,1076.0,1421564.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
LOYALTEX,Loyal Textile Mills Limited,EQ,,205.05,,0.004,0.0,19.0,177.0,10.0,0,0.0,15,15,2022-08-11,1443.0,False,False,2026-07-24,,,"illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 19 trades/day median — one operator's book, not a market","illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 19 trades/day median — one operator's book, not a market"
LPDC,Landmark Property Development Company Limited,EQ,price,6.1,,0.013,0.004,109.0,21046.0,10.0,0,0.0,25,25,2008-08-12,6555.0,False,False,2026-07-24,,,"illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 109 trades/day median — one operator's book, not a market","illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 109 trades/day median — one operator's book, not a market"
LT,Larsen & Toubro Limited,EQ,,3785.6,520796.0,684.035,442.417,124229.0,1744547.0,,0,0.0,25,25,2004-06-23,8066.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LTF,L&T Finance Limited,EQ,,302.4,81935.0,207.51,51.141,48368.0,6786268.0,,0,0.0,25,25,2011-08-12,5460.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LTFOODS,LT Foods Limited,EQ,,375.6,13166.0,15.719,8.17,17323.0,418503.0,20.0,0,0.0,25,25,2006-12-18,7158.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LTGILTBEES,,,price,29.86,,3.656,1.253,655.0,1226397.0,5.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news,not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news
LTGILTCASE,,,price,30.45,,0.255,0.034,228.0,83533.0,5.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; illiquid: Rs26 lakh median daily turnover (floor Rs50 lakh); only 228 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; illiquid: Rs26 lakh median daily turnover (floor Rs50 lakh); only 228 trades/day median — one operator's book, not a market"
LTM,LTM Limited,EQ,,4091.8,121379.0,163.632,43.961,36844.0,429761.0,,0,0.0,25,25,2016-07-21,3655.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LTTS,L&T Technology Services Limited,EQ,,3418.1,34008.0,37.654,20.048,20858.0,118170.0,20.0,0,0.0,25,25,2016-09-23,3591.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LUMAXIND,Lumax Industries Limited,EQ,,5142.0,4808.0,5.449,2.703,2211.0,10071.0,20.0,0,0.0,25,25,1995-09-06,11279.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LUMAXTECH,Lumax Auto Technologies Limited,EQ,,1465.8,10391.0,15.797,9.717,11614.0,105139.0,20.0,0,0.0,25,25,2007-01-16,7129.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LUPIN,Lupin Limited,EQ,,2370.5,108387.0,170.642,74.864,44611.0,719167.0,,0,0.0,25,25,2001-09-10,9083.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LUXIND,Lux Industries Limited,EQ,,1226.6,3689.0,3.015,1.533,2109.0,23342.0,10.0,0,0.0,25,25,2015-11-30,3889.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LXCHEM,Laxmi Organic Industries Limited,EQ,,182.28,4476.0,21.831,4.032,14402.0,1412841.0,20.0,0,0.0,25,25,2021-03-25,1947.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
LYKALABS,Lyka Labs Limited,BE,price,74.83,,0.418,0.162,956.5,57925.5,5.0,0,0.0,8,8,1995-02-08,11489.0,False,False,2026-07-01,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs42 lakh median daily turnover (floor Rs50 lakh),series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs42 lakh median daily turnover (floor Rs50 lakh)
LYPSAGEMS,,,price,4.63,,0.009,0.003,187.0,19640.0,,0,0.0,16,16,,,False,False,2026-07-13,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); GSM stage nan — exchange surveillance, periodic call auction; price Rs4.63 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 187 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); GSM stage nan — exchange surveillance, periodic call auction; price Rs4.63 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 187 trades/day median — one operator's book, not a market"
M&M,Mahindra & Mahindra Limited,EQ,,3161.4,393129.0,760.496,515.37,115716.0,2414988.0,,0,0.0,25,25,1996-01-03,11160.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,,356.5,46432.0,101.197,31.942,54289.0,3182566.0,20.0,0,0.0,25,25,2006-03-17,7434.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAANALU,Maan Aluminium Limited,EQ,mcap,114.86,689.0,0.528,0.31,852.0,44342.0,20.0,0,0.0,25,25,2007-10-22,6850.0,False,False,2026-07-24,,,,
MACPOWER,Macpower CNC Machines Limited,EQ,,1344.5,1345.0,1.888,0.809,1900.0,14791.0,20.0,0,0.0,25,25,2020-08-19,2165.0,False,False,2026-07-24,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging","ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging"
MADHAV,Madhav Marbles and Granites Limited,EQ,price,33.79,,0.01,0.001,52.0,2722.0,20.0,0,0.0,25,25,2007-12-20,6791.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 52 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 52 trades/day median — one operator's book, not a market"
MADHAVIPL,Madhav Infra Projects Limited,EQ,price,7.85,,0.091,0.045,346.0,109098.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh)","listed 95d ago — under a year of history, no trend to read; illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh)"
MADHUCON,Madhucon Projects Limited,BE,price,6.16,,0.038,0.038,145.0,60785.0,5.0,0,0.0,1,1,2006-10-05,7232.0,False,False,2026-06-19,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 145 trades/day median — one operator's book, not a market","series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 145 trades/day median — one operator's book, not a market"
MADRASFERT,Madras Fertilizers Limited,EQ,price,66.35,,0.439,0.188,1004.0,63567.0,20.0,0,0.0,25,25,1997-07-25,10591.0,False,False,2026-07-24,,,illiquid: Rs44 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs44 lakh median daily turnover (floor Rs50 lakh)
MAFANG,,,,196.13,,1.815,0.717,436.0,94889.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MAFATIND,Mafatlal Industries Limited,EQ,,132.9,,0.805,0.387,970.0,58408.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read","listed 95d ago — under a year of history, no trend to read"
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,mcap,493.85,696.0,0.684,0.136,729.0,13168.0,20.0,0,0.0,25,25,2017-07-28,3283.0,False,False,2026-07-24,,,,
MAGNUM,Magnum Ventures Limited,EQ,price,19.42,,0.027,0.006,90.0,13930.0,10.0,0,0.0,25,25,2007-09-20,6882.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 90 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 90 trades/day median — one operator's book, not a market"
MAHABANK,Bank of Maharashtra,EQ,,81.03,62325.0,111.311,57.133,52462.0,13776867.0,20.0,0,0.0,25,25,2004-04-12,8138.0,True,False,2026-07-24,,,"not penny/nano — too big on both arms: a Rs81 share of a Rs62,325 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,price,43.53,,0.027,0.006,126.0,5969.0,20.0,0,0.0,25,25,1998-01-21,10411.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 126 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 126 trades/day median — one operator's book, not a market"
MAHASTEEL,Mahamaya Steel Industries Limited,EQ,,757.35,,0.446,0.109,298.5,5758.0,20.0,0,0.0,24,24,2016-07-01,3675.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs45 lakh median daily turnover (floor Rs50 lakh); only 298 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs45 lakh median daily turnover (floor Rs50 lakh); only 298 trades/day median — one operator's book, not a market"
MAHEPC,Mahindra EPC Irrigation Limited,EQ,,105.38,,0.463,0.155,832.0,40001.0,20.0,0,0.0,25,25,2020-02-14,2352.0,False,False,2026-07-24,,,illiquid: Rs46 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs46 lakh median daily turnover (floor Rs50 lakh)
MAHKTECH,,,price,23.16,,0.894,0.276,500.0,406483.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,,374.65,7993.0,6.46,2.284,9694.0,175895.0,20.0,0,0.0,25,25,2000-05-10,9571.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAHLOG,Mahindra Logistics Limited,EQ,,416.35,4131.0,7.201,3.018,5674.0,182746.0,20.0,0,0.0,25,25,2017-11-10,3178.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAHSCOOTER,Maharashtra Scooters Limited,EQ,,12672.0,14482.0,3.572,1.0,1052.0,2827.0,20.0,0,0.0,25,25,1995-02-08,11489.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAHSEAMLES,Maharashtra Seamless Limited,EQ,,571.55,8174.0,4.196,1.784,5942.0,71662.0,20.0,0,0.0,25,25,2004-08-25,8003.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAITHANALL,Maithan Alloys Limited,EQ,,959.3,2793.0,3.921,2.03,2671.0,38336.0,20.0,0,0.0,25,25,2011-07-05,5498.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAJESAUT,Majestic Auto Limited,EQ,,422.8,,0.192,0.02,227.0,5362.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs19 lakh median daily turnover (floor Rs50 lakh); only 227 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; illiquid: Rs19 lakh median daily turnover (floor Rs50 lakh); only 227 trades/day median — one operator's book, not a market"
MAKEINDIA,,,,161.52,,0.408,0.191,391.0,25286.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs41 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs41 lakh median daily turnover (floor Rs50 lakh)
MALLCOM,Mallcom (India) Limited,EQ,,1038.9,,0.262,0.102,379.0,2546.0,20.0,0,0.0,25,25,2022-02-02,1633.0,False,False,2026-07-24,,,illiquid: Rs26 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs26 lakh median daily turnover (floor Rs50 lakh)
MALUPAPER,Malu Paper Mills Limited,EQ,price,35.68,,0.025,0.001,75.0,7940.0,20.0,0,0.0,25,25,2006-04-05,7415.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 75 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 75 trades/day median — one operator's book, not a market"
MAMATA,Mamata Machinery Limited,EQ,mcap,395.45,973.0,1.857,0.912,1627.0,46859.0,20.0,0,0.0,25,25,2024-12-27,574.0,False,False,2026-07-24,,,,
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,price,35.23,,0.224,0.059,952.0,61402.0,20.0,0,0.0,25,25,2015-03-30,4134.0,False,False,2026-07-24,,,illiquid: Rs22 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs22 lakh median daily turnover (floor Rs50 lakh)
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,,126.02,1344.0,4.773,1.153,3619.0,393109.0,20.0,0,0.0,25,25,2015-03-30,4134.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MANAKSIA,Manaksia Limited,EQ,price,55.82,,0.095,0.024,278.0,16537.0,20.0,0,0.0,25,25,2008-01-08,6772.0,False,False,2026-07-24,,,"illiquid: Rs10 lakh median daily turnover (floor Rs50 lakh); only 278 trades/day median — one operator's book, not a market","illiquid: Rs10 lakh median daily turnover (floor Rs50 lakh); only 278 trades/day median — one operator's book, not a market"
MANALIPETC,Manali Petrochemicals Limited,EQ,price,66.77,1148.0,1.746,0.664,2551.0,275460.0,20.0,0,0.0,25,25,2006-12-06,7170.0,False,False,2026-07-24,,,,
MANAPPURAM,Manappuram Finance Limited,EQ,,352.95,33154.0,99.399,45.387,43346.0,3051861.0,,0,0.0,25,25,2014-12-01,4253.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MANBA,Manba Finance Limited,EQ,mcap,138.21,694.0,2.006,0.729,1239.0,147835.0,20.0,0,0.0,25,25,2024-09-30,662.0,False,False,2026-07-24,,,,
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,mcap,215.03,454.0,8.132,3.045,2816.0,344989.0,20.0,0,0.0,25,25,2024-08-16,707.0,False,False,2026-07-24,,,,
MANGALAM,Mangalam Drugs And Organics Limited,EQ,price,27.22,,0.072,0.028,193.0,25281.0,5.0,0,0.0,25,25,2005-05-23,7732.0,False,False,2026-07-24,,,"5% circuit band — cannot exit on bad news; illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh); only 193 trades/day median — one operator's book, not a market","5% circuit band — cannot exit on bad news; illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh); only 193 trades/day median — one operator's book, not a market"
MANGLMCEM,Mangalam Cement Limited,EQ,,984.05,2706.0,5.444,1.1,1941.0,56525.0,20.0,0,0.0,25,25,1996-01-03,11160.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MANINDS,Man Industries (India) Limited,EQ,,527.35,3956.0,11.089,4.855,6703.0,190555.0,20.0,0,0.0,25,25,2005-06-24,7700.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MANINFRA,Man Infraconstruction Limited,EQ,price,96.68,3903.0,12.946,2.807,5700.0,1225106.0,20.0,0,0.0,25,25,2010-03-11,5979.0,False,False,2026-07-24,,,,
MANKIND,Mankind Pharma Limited,EQ,,2507.2,104430.0,87.595,42.758,21847.0,344420.0,,0,0.0,25,25,2023-05-09,1172.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MANOMAY,Manomay Tex India Limited,EQ,,202.68,,0.265,0.003,429.0,14350.0,20.0,0,0.0,25,25,2023-01-18,1283.0,False,False,2026-07-24,,,illiquid: Rs26 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs26 lakh median daily turnover (floor Rs50 lakh)
MANORAMA,Manorama Industries Limited,EQ,,1585.5,10008.0,24.863,8.088,11630.0,157161.0,20.0,0,0.0,25,25,2022-07-01,1484.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MANUFGBEES,,,,159.47,,0.057,0.012,76.0,3596.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 76 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 76 trades/day median — one operator's book, not a market"
MANYAVAR,Vedant Fashions Limited,EQ,,402.3,9746.0,6.134,2.23,9045.0,149421.0,20.0,0,0.0,25,25,2022-02-16,1619.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAPMYINDIA,C.E. Info Systems Limited,EQ,,1117.1,5138.0,42.148,11.414,24472.0,399157.0,20.0,0,0.0,25,25,2021-12-21,1676.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MARATHON,Marathon Nextgen Realty Limited,EQ,,382.75,2581.0,2.327,0.964,2019.0,57572.0,20.0,0,0.0,25,25,2016-09-29,3585.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MARICO,Marico Limited,EQ,,855.6,108876.0,137.735,96.779,41510.0,1685066.0,,0,0.0,25,25,1996-05-01,11041.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MARINE,Marine Electricals (India) Limited,EQ,,254.8,3566.0,19.019,8.197,11916.0,678920.0,20.0,0,0.0,25,25,2020-12-02,2060.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MARKOLINES,Markolines Pavement Technologies Limited,EQ,mcap,175.85,390.0,8.149,1.553,4342.0,474768.0,20.0,0,0.0,25,25,2025-10-14,283.0,False,False,2026-07-24,,,"listed 283d ago — under a year of history, no trend to read","listed 283d ago — under a year of history, no trend to read"
MARKSANS,Marksans Pharma Limited,EQ,,246.3,11161.0,42.773,19.81,31307.0,1713848.0,20.0,0,0.0,25,25,2002-01-21,8950.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MARSONS,Marsons Limited,EQ,,109.92,1892.0,9.851,6.15,7834.0,847213.0,20.0,0,0.0,25,25,2026-03-13,133.0,False,False,2026-07-24,,,"listed 133d ago — under a year of history, no trend to read","listed 133d ago — under a year of history, no trend to read"
MARUTI,Maruti Suzuki India Limited,EQ,,13442.0,422620.0,554.179,298.64,62181.0,398558.0,,0,0.0,25,25,2003-07-09,8416.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MASFIN,MAS Financial Services Limited,EQ,,313.55,5689.0,2.976,1.322,5045.0,94230.0,20.0,0,0.0,25,25,2017-10-18,3201.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MASPTOP50,,,price,79.53,,0.456,0.132,213.0,58603.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs46 lakh median daily turnover (floor Rs50 lakh); only 213 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs46 lakh median daily turnover (floor Rs50 lakh); only 213 trades/day median — one operator's book, not a market"
MASTEK,Mastek Limited,EQ,,1690.9,5026.0,8.66,3.033,7141.0,53943.0,20.0,0,0.0,25,25,1995-05-10,11398.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MASTERTR,Master Trust Limited,EQ,price,84.71,1042.0,2.889,0.847,2314.0,343723.0,20.0,0,0.0,25,25,2024-11-12,619.0,False,False,2026-07-24,,,,
MATRIMONY,Matrimony.Com Limited,EQ,,426.05,,0.416,0.151,503.0,9907.0,20.0,0,0.0,25,25,2017-09-21,3228.0,False,False,2026-07-24,,,illiquid: Rs42 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs42 lakh median daily turnover (floor Rs50 lakh)
MAXESTATES,Max Estates Limited,EQ,,387.15,6330.0,2.659,1.005,3088.0,68477.0,20.0,0,0.0,25,25,2023-10-30,998.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAXHEALTH,Max Healthcare Institute Limited,EQ,,1080.4,105198.0,185.79,105.937,51846.0,1676994.0,,0,0.0,25,25,2020-08-21,2163.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAXIND,Max India Limited,EQ,mcap,182.11,958.0,0.761,0.316,1051.0,48352.0,20.0,0,0.0,25,25,2020-08-28,2156.0,False,False,2026-07-24,,,,
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,,788.65,3427.0,7.904,2.699,6195.0,96839.0,20.0,0,0.0,25,25,2012-09-25,5050.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MAZDA,Mazda Limited,BE,,238.63,,0.603,0.221,1026.0,25055.0,5.0,4,0.308,13,13,2016-11-01,3552.0,False,False,2026-07-08,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; closed at circuit on 31% of sessions — a stop cannot fill in a locked market,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; closed at circuit on 31% of sessions — a stop cannot fill in a locked market
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,,2293.8,92521.0,192.773,75.377,33044.0,757008.0,,0,0.0,25,25,2020-10-12,2111.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MBAPL,Madhya Bharat Agro Products Limited,EQ,,148.25,6495.0,18.4,5.369,12683.0,1010038.0,20.0,1,0.04,25,25,2019-08-22,2528.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MBEL,M & B Engineering Limited,EQ,,296.3,1693.0,4.464,2.242,5924.0,138735.0,20.0,0,0.0,25,25,2025-08-06,352.0,False,False,2026-07-24,,,"listed 352d ago — under a year of history, no trend to read","listed 352d ago — under a year of history, no trend to read"
MCCHRLS-B,Mac Charles India Limited,EQ,,709.95,,0.008,0.0,12.0,106.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; listed 95d ago — under a year of history, no trend to read; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 12 trades/day median — one operator's book, not a market","GSM stage 0 — exchange surveillance, periodic call auction; listed 95d ago — under a year of history, no trend to read; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 12 trades/day median — one operator's book, not a market"
MCL,M TEK COPPER LIMITED,EQ,price,53.37,,0.139,0.072,637.0,24220.0,10.0,0,0.0,25,25,2020-08-19,2165.0,False,False,2026-07-24,,,illiquid: Rs14 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs14 lakh median daily turnover (floor Rs50 lakh)
MCLOUD,Magellanic Cloud Limited,EQ,price,26.61,1569.0,17.567,4.655,13257.0,5893553.0,20.0,0,0.0,25,25,2025-02-07,532.0,False,False,2026-07-24,,,,
